"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender"
"1475","072915-09",1,1,24,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/29/2015","8:58",793,4.25,4,"F"
"1476","072915-09",1,1,25,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/29/2015","8:58",873,4.25,4,"F"
"1477","072915-09",1,1,26,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","R","teddybear_inhib","Y","7/29/2015","8:58",962,4.25,4,"F"
"1478","072915-09",1,1,27,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/29/2015","8:58",1106,4.25,4,"F"
"1479","072915-09",1,1,28,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/29/2015","8:58",1129,4.25,4,"F"
"1480","072915-09",1,1,29,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/29/2015","8:58",783,4.25,4,"F"
"1481","072915-09",1,1,30,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/29/2015","8:58",779,4.25,4,"F"
"1482","072915-09",1,1,31,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/29/2015","8:58",697,4.25,4,"F"
"1483","072915-09",1,1,32,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/29/2015","8:58",802,4.25,4,"F"
"1484","072915-09",1,1,33,"banana_inhib","banana_inhib","banana_pos","inhibition","inhib","target","distractor","L","banana_inhib","Y","7/29/2015","8:58",1044,4.25,4,"F"
"1485","072915-09",1,1,34,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/29/2015","8:58",1370,4.25,4,"F"
"1486","072915-09",1,1,35,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/29/2015","8:58",1116,4.25,4,"F"
"1487","072915-09",1,1,36,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/29/2015","8:58",683,4.25,4,"F"
"1488","072915-09",1,1,37,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/29/2015","8:58",555,4.25,4,"F"
"1489","072915-09",1,1,38,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/29/2015","8:58",831,4.25,4,"F"
"1490","072915-09",1,1,39,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","L","bicycle_inhib","Y","7/29/2015","8:58",1333,4.25,4,"F"
"1491","072915-09",1,1,40,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/29/2015","8:58",1431,4.25,4,"F"
"1492","072915-09",1,1,41,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/29/2015","8:58",1218,4.25,4,"F"
"1493","072915-09",1,1,42,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/29/2015","8:58",790,4.25,4,"F"
"1494","072915-09",1,1,43,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/29/2015","8:58",999,4.25,4,"F"
"1495","072915-09",1,1,44,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/29/2015","8:58",699,4.25,4,"F"
"1496","072915-09",1,1,45,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/29/2015","8:58",691,4.25,4,"F"
"1497","072915-09",1,1,46,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y","7/29/2015","8:58",1309,4.25,4,"F"
"1498","072915-09",1,1,47,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/29/2015","8:58",1218,4.25,4,"F"
"1499","072915-09",1,1,8,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/29/2015","8:58",959,4.25,4,"F"
"1500","072915-09",1,1,9,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/29/2015","8:58",922,4.25,4,"F"
"1501","072915-09",1,1,10,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/29/2015","8:58",874,4.25,4,"F"
"1502","072915-09",1,1,11,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/29/2015","8:58",1184,4.25,4,"F"
"1503","072915-09",1,1,52,"flower_inhib","flower_pos","flower_inhib","inhibition","inhib","distractor","target","R","flower_inhib","Y","7/29/2015","8:58",1046,4.25,4,"F"
"1504","072915-09",1,1,53,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/29/2015","8:58",1029,4.25,4,"F"
"1505","072915-09",1,1,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/29/2015","8:58",844,4.25,4,"F"
"1506","072915-09",1,1,55,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/29/2015","8:58",668,4.25,4,"F"
"1507","072915-09",1,1,56,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","R","cookie_inhib","N","7/29/2015","8:58",528,4.25,4,"F"
"1508","072915-09",1,1,57,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/29/2015","8:58",1291,4.25,4,"F"
"1509","072915-09",1,1,58,"cookie_inhib","cookie_inhib","cookie_pos","inhibition","inhib","target","distractor","L","cookie_inhib","Y","7/29/2015","8:58",958,4.25,4,"F"
"1510","072915-09",1,1,59,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/29/2015","8:58",999,4.25,4,"F"
"1511","072915-09",1,1,60,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/29/2015","8:58",795,4.25,4,"F"
"1512","072915-09",1,1,61,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/29/2015","8:58",681,4.25,4,"F"
"1513","072915-09",1,1,62,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/29/2015","8:58",666,4.25,4,"F"
"1514","072915-09",1,1,63,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/29/2015","8:58",617,4.25,4,"F"
"1515","072915-09",1,1,64,"lamp_inhib","lamp_pos","lamp_inhib","inhibition","inhib","distractor","target","R","lamp_inhib","Y","7/29/2015","8:58",1010,4.25,4,"F"
"1516","072915-09",1,1,65,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/29/2015","8:58",1050,4.25,4,"F"
"1517","072915-09",1,1,66,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/29/2015","8:58",980,4.25,4,"F"
"1518","072915-09",1,1,67,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/29/2015","8:58",848,4.25,4,"F"
"1519","072915-09",1,1,68,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/29/2015","8:58",683,4.25,4,"F"
"1520","072915-09",1,1,69,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/29/2015","8:58",620,4.25,4,"F"
"1521","072915-09",1,1,70,"bird_inhib","bird_inhib","bird_pos","inhibition","inhib","target","distractor","L","bird_inhib","Y","7/29/2015","8:58",1168,4.25,4,"F"
"1522","072915-09",1,1,71,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/29/2015","8:58",1053,4.25,4,"F"
"1523","072915-09",1,1,72,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/29/2015","8:58",885,4.25,4,"F"
"1524","072915-09",1,1,73,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/29/2015","8:58",762,4.25,4,"F"
"1525","072915-09",1,1,74,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/29/2015","8:58",1491,4.25,4,"F"
"1526","072915-09",1,1,75,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/29/2015","8:58",1544,4.25,4,"F"
"1527","072915-09",1,1,76,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/29/2015","8:58",1222,4.25,4,"F"
"1528","072915-09",1,1,77,"cup_inhib","cup_inhib","cup_pos","inhibition","inhib","target","distractor","L","cup_inhib","Y","7/29/2015","8:58",1146,4.25,4,"F"
"1529","072915-09",1,1,1,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N","7/29/2015","8:58",6184,4.25,4,"F"
"1530","072915-09",1,1,2,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","L","cat_neg","Y","7/29/2015","8:58",1618,4.25,4,"F"
"1531","072915-09",1,1,3,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","7/29/2015","8:58",1448,4.25,4,"F"
"1532","072915-09",1,1,4,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","7/29/2015","8:58",1044,4.25,4,"F"
"1533","072915-09",1,1,5,"car_neg","car_neg","car_pos","negation","negative","target","distractor","R","car_pos","N","7/29/2015","8:58",780,4.25,4,"F"
"1534","072915-09",1,1,6,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N","7/29/2015","8:58",1066,4.25,4,"F"
"1535","072915-09",1,1,7,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","7/29/2015","8:58",1234,4.25,4,"F"
"1536","072915-09",1,1,8,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","7/29/2015","8:58",1137,4.25,4,"F"
"1537","072915-09",1,1,9,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","7/29/2015","8:58",1296,4.25,4,"F"
"1538","072915-09",1,1,10,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","7/29/2015","8:58",1380,4.25,4,"F"
"1539","072915-09",1,1,48,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/29/2015","8:58",726,4.25,4,"F"
"1540","072915-09",1,1,49,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","L","flower_inhib","N","7/29/2015","8:58",855,4.25,4,"F"
"1541","072915-09",1,1,50,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/29/2015","8:58",1041,4.25,4,"F"
"1542","072915-09",1,1,51,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","7/29/2015","8:58",979,4.25,4,"F"
"1543","072915-09",1,1,15,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","7/29/2015","8:58",1288,4.25,4,"F"
"1544","072915-09",1,1,16,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y","7/29/2015","8:58",1408,4.25,4,"F"
"1545","072915-09",1,1,17,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","7/29/2015","8:58",1250,4.25,4,"F"
"1546","072915-09",1,1,18,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","7/29/2015","8:58",832,4.25,4,"F"
"1547","072915-09",1,1,19,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","7/29/2015","8:58",920,4.25,4,"F"
"1548","072915-09",1,1,20,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","7/29/2015","8:58",1340,4.25,4,"F"
"1549","072915-09",1,1,21,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N","7/29/2015","8:58",699.999999999998,4.25,4,"F"
"1550","072915-09",1,1,22,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","7/29/2015","8:58",829,4.25,4,"F"
"1551","072915-09",1,1,23,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","7/29/2015","8:58",1137,4.25,4,"F"
"1552","072915-09",1,1,24,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","7/29/2015","8:58",1289,4.25,4,"F"
"1553","072915-09",1,1,25,"car_neg","car_neg","car_pos","negation","negative","target","distractor","R","car_pos","N","7/29/2015","8:58",928,4.25,4,"F"
"1554","072915-09",1,1,26,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","7/29/2015","8:58",1071,4.25,4,"F"
"1555","072915-09",1,1,27,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","7/29/2015","8:58",705,4.25,4,"F"
"1556","072915-09",1,1,28,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N","7/29/2015","8:58",739,4.25,4,"F"
"1557","072915-09",1,1,29,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y","7/29/2015","8:58",1182,4.25,4,"F"
"1558","072915-09",1,1,30,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","L","cookie_neg","N","7/29/2015","8:58",1221,4.25,4,"F"
"1559","072915-09",1,1,31,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","7/29/2015","8:58",994,4.25,4,"F"
"1560","072915-09",1,1,32,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y","7/29/2015","8:58",468.000000000001,4.25,4,"F"
"1561","072915-09",1,1,33,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","R","dog_neg","N","7/29/2015","8:58",620,4.25,4,"F"
"1562","072915-09",1,1,34,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","L","bicycle_neg","Y","7/29/2015","8:58",1072,4.25,4,"F"
"1563","072915-09",1,1,35,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","R","flower_pos","N","7/29/2015","8:58",1272,4.25,4,"F"
"1564","072915-09",1,1,36,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","7/29/2015","8:58",1265,4.25,4,"F"
"1565","072915-09",1,1,37,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","7/29/2015","8:58",1317,4.25,4,"F"
"1566","072915-09",1,1,38,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y","7/29/2015","8:58",1266,4.25,4,"F"
"1567","072915-09",1,1,39,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y","7/29/2015","8:58",1324,4.25,4,"F"
"1568","072915-09",1,1,40,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","7/29/2015","8:58",867,4.25,4,"F"
"1569","072915-09",1,1,41,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y","7/29/2015","8:58",1703,4.25,4,"F"
"1570","072915-09",1,1,42,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","R","cup_pos","N","7/29/2015","8:58",1572,4.25,4,"F"
"1571","072915-09",1,1,43,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","7/29/2015","8:58",951,4.25,4,"F"
"1572","072915-09",1,1,44,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","7/29/2015","8:58",1571,4.25,4,"F"
"1573","072915-09",1,1,45,"dog_neg","dog_neg","dog_pos","negation","negative","target","distractor","L","dog_neg","Y","7/29/2015","8:58",2454,4.25,4,"F"
"1574","072915-09",1,1,46,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N","7/29/2015","8:58",792.000000000001,4.25,4,"F"
"1575","072915-09",1,1,47,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","L","cookie_pos","N","7/29/2015","8:58",770,4.25,4,"F"
"1576","072915-09",1,1,48,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","7/29/2015","8:58",763,4.25,4,"F"
"1577","072915-09",1,1,49,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N","7/29/2015","8:58",588.000000000001,4.25,4,"F"
"1578","072915-09",1,1,50,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","7/29/2015","8:58",985,4.25,4,"F"
"1579","072915-09",1,1,51,"car_pos","car_neg","car_pos","negation","positive","distractor","target","L","car_neg","N","7/29/2015","8:58",735,4.25,4,"F"
"1580","072915-09",1,1,52,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","7/29/2015","8:58",873.999999999998,4.25,4,"F"
"1581","072915-09",1,1,53,"dog_neg","dog_neg","dog_pos","negation","negative","target","distractor","L","dog_neg","Y","7/29/2015","8:58",1981,4.25,4,"F"
"1582","072915-09",1,1,54,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","7/29/2015","8:58",1687,4.25,4,"F"
"1583","072915-09",1,1,55,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","R","bird_pos","N","7/29/2015","8:58",987,4.25,4,"F"
"1584","072915-09",1,1,56,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","L","lamp_pos","N","7/29/2015","8:58",620.999999999997,4.25,4,"F"
